province,district,zone,soil_type,rainfall_mm,temperature_c,pH,season,shade,chosen_crop,good_bad
North Central,Anuradhapura,Intermediate Zone,clay_loam,1911,30.7,4.8,Yala,yes,coconut,1
North Central,Anuradhapura,Intermediate Zone,clay_loam,1911,30.7,4.8,Yala,yes,pepper,0
North Central,Anuradhapura,Intermediate Zone,clay_loam,1911,30.7,4.8,Yala,yes,rubber,0
Eastern,Ampara,Dry Zone,compost_rich,902,32.3,5.6,Maha,yes,mushroom,1
Eastern,Ampara,Dry Zone,compost_rich,902,32.3,5.6,Maha,yes,tea,0
Eastern,Ampara,Dry Zone,compost_rich,902,32.3,5.6,Maha,yes,turmeric,0
Western,Colombo,Wet Zone,clay_loam,1260,24.3,6.7,Yala,no,rubber,1
Western,Colombo,Wet Zone,clay_loam,1260,24.3,6.7,Yala,no,turmeric,0
Western,Colombo,Wet Zone,clay_loam,1260,24.3,6.7,Yala,no,coconut,0
Uva,Badulla,Wet Zone,compost_rich,1078,21.6,5.1,Yala,no,mushroom,1
Uva,Badulla,Wet Zone,compost_rich,1078,21.6,5.1,Yala,no,ginger,0
Uva,Badulla,Wet Zone,compost_rich,1078,21.6,5.1,Yala,no,fruits,0
Sabaragamuwa,Ratnapura,Dry Zone,sandy_loam,2174,27.7,7.3,Maha,no,tea,1
Sabaragamuwa,Ratnapura,Dry Zone,sandy_loam,2174,27.7,7.3,Maha,no,turmeric,0
Sabaragamuwa,Ratnapura,Dry Zone,sandy_loam,2174,27.7,7.3,Maha,no,vegetables,0
Western,Kalutara,Dry Zone,loamy,2785,33.2,5.3,Maha,yes,cinnamon,1
Western,Kalutara,Dry Zone,loamy,2785,33.2,5.3,Maha,yes,maize,0
Western,Kalutara,Dry Zone,loamy,2785,33.2,5.3,Maha,yes,ginger,0
Central,Kandy,Intermediate Zone,clay,2161,31.3,7.3,Maha,yes,rubber,1
Central,Kandy,Intermediate Zone,clay,2161,31.3,7.3,Maha,yes,paddy,0
Central,Kandy,Intermediate Zone,clay,2161,31.3,7.3,Maha,yes,banana,0
Eastern,Batticaloa,Intermediate Zone,loamy,999,29.0,5.8,Maha,yes,mushroom,1
Eastern,Batticaloa,Intermediate Zone,loamy,999,29.0,5.8,Maha,yes,rubber,0
Eastern,Batticaloa,Intermediate Zone,loamy,999,29.0,5.8,Maha,yes,paddy,0
Western,Colombo,Dry Zone,loamy,1046,33.4,6.1,Maha,no,mushroom,1
Western,Colombo,Dry Zone,loamy,1046,33.4,6.1,Maha,no,coffee,0
Western,Colombo,Dry Zone,loamy,1046,33.4,6.1,Maha,no,turmeric,0
Southern,Matara,Wet Zone,compost_rich,1885,24.3,7.2,Maha,no,coconut,1
Southern,Matara,Wet Zone,compost_rich,1885,24.3,7.2,Maha,no,coffee,0
Southern,Matara,Wet Zone,compost_rich,1885,24.3,7.2,Maha,no,pepper,0
Central,Matale,Intermediate Zone,loamy,2917,33.6,4.8,Maha,yes,banana,1
Central,Matale,Intermediate Zone,loamy,2917,33.6,4.8,Maha,yes,mushroom,0
Central,Matale,Intermediate Zone,loamy,2917,33.6,4.8,Maha,yes,vegetables,0
Northern,Mannar,Dry Zone,sandy_loam,2581,27.5,4.9,Maha,no,fruits,1
Northern,Mannar,Dry Zone,sandy_loam,2581,27.5,4.9,Maha,no,pepper,0
Northern,Mannar,Dry Zone,sandy_loam,2581,27.5,4.9,Maha,no,coffee,0
Southern,Matara,Dry Zone,clay,1901,33.7,6.2,Maha,yes,paddy,1
Southern,Matara,Dry Zone,clay,1901,33.7,6.2,Maha,yes,pepper,0
Southern,Matara,Dry Zone,clay,1901,33.7,6.2,Maha,yes,coffee,0
Southern,Hambantota,Dry Zone,compost_rich,2174,21.1,6.7,Yala,no,coconut,1
Southern,Hambantota,Dry Zone,compost_rich,2174,21.1,6.7,Yala,no,cinnamon,0
Southern,Hambantota,Dry Zone,compost_rich,2174,21.1,6.7,Yala,no,vegetables,0
Central,Nuwara Eliya,Wet Zone,clay,1491,21.8,5.9,Yala,no,tea,1
Central,Nuwara Eliya,Wet Zone,clay,1491,21.8,5.9,Yala,no,ginger,0
Central,Nuwara Eliya,Wet Zone,clay,1491,21.8,5.9,Yala,no,coconut,0
North Western,Kurunegala,Intermediate Zone,sandy_loam,2836,24.7,5.1,Yala,no,coconut,1
North Western,Kurunegala,Intermediate Zone,sandy_loam,2836,24.7,5.1,Yala,no,vegetables,0
North Western,Kurunegala,Intermediate Zone,sandy_loam,2836,24.7,5.1,Yala,no,tea,0
Southern,Matara,Dry Zone,clay_loam,940,25.4,5.8,Maha,yes,ginger,1
Southern,Matara,Dry Zone,clay_loam,940,25.4,5.8,Maha,yes,coconut,0
Southern,Matara,Dry Zone,clay_loam,940,25.4,5.8,Maha,yes,maize,0
North Western,Kurunegala,Wet Zone,compost_rich,1076,31.2,7.0,Yala,yes,coconut,1
North Western,Kurunegala,Wet Zone,compost_rich,1076,31.2,7.0,Yala,yes,coffee,0
North Western,Kurunegala,Wet Zone,compost_rich,1076,31.2,7.0,Yala,yes,maize,0
Central,Matale,Intermediate Zone,compost_rich,1965,25.1,7.5,Maha,yes,mushroom,1
Central,Matale,Intermediate Zone,compost_rich,1965,25.1,7.5,Maha,yes,turmeric,0
Central,Matale,Intermediate Zone,compost_rich,1965,25.1,7.5,Maha,yes,paddy,0
Southern,Matara,Wet Zone,clay,1228,32.3,6.8,Maha,no,coconut,1
Southern,Matara,Wet Zone,clay,1228,32.3,6.8,Maha,no,fruits,0
Southern,Matara,Wet Zone,clay,1228,32.3,6.8,Maha,no,coffee,0
Western,Colombo,Wet Zone,clay,2398,26.7,6.0,Yala,no,rubber,1
Western,Colombo,Wet Zone,clay,2398,26.7,6.0,Yala,no,turmeric,0
Western,Colombo,Wet Zone,clay,2398,26.7,6.0,Yala,no,maize,0
North Central,Anuradhapura,Dry Zone,loamy,2058,25.5,5.6,Yala,yes,turmeric,1
North Central,Anuradhapura,Dry Zone,loamy,2058,25.5,5.6,Yala,yes,cinnamon,0
North Central,Anuradhapura,Dry Zone,loamy,2058,25.5,5.6,Yala,yes,mushroom,0
Eastern,Ampara,Dry Zone,clay_loam,2713,25.6,4.6,Yala,yes,paddy,1
Eastern,Ampara,Dry Zone,clay_loam,2713,25.6,4.6,Yala,yes,vegetables,0
Eastern,Ampara,Dry Zone,clay_loam,2713,25.6,4.6,Yala,yes,fruits,0
Uva,Monaragala,Intermediate Zone,clay,1225,30.0,7.0,Yala,yes,cinnamon,1
Uva,Monaragala,Intermediate Zone,clay,1225,30.0,7.0,Yala,yes,pepper,0
Uva,Monaragala,Intermediate Zone,clay,1225,30.0,7.0,Yala,yes,coffee,0
Northern,Mannar,Dry Zone,clay,1020,20.6,7.3,Yala,no,coconut,1
Northern,Mannar,Dry Zone,clay,1020,20.6,7.3,Yala,no,turmeric,0
Northern,Mannar,Dry Zone,clay,1020,20.6,7.3,Yala,no,rubber,0
Southern,Hambantota,Dry Zone,clay_loam,1612,21.6,7.2,Maha,yes,paddy,1
Southern,Hambantota,Dry Zone,clay_loam,1612,21.6,7.2,Maha,yes,mushroom,0
Southern,Hambantota,Dry Zone,clay_loam,1612,21.6,7.2,Maha,yes,cinnamon,0
Southern,Matara,Dry Zone,loamy,2100,31.7,6.9,Maha,yes,cinnamon,1
Southern,Matara,Dry Zone,loamy,2100,31.7,6.9,Maha,yes,banana,0
Southern,Matara,Dry Zone,loamy,2100,31.7,6.9,Maha,yes,vegetables,0
North Western,Puttalam,Intermediate Zone,clay,1368,27.4,5.0,Maha,yes,coconut,1
North Western,Puttalam,Intermediate Zone,clay,1368,27.4,5.0,Maha,yes,vegetables,0
North Western,Puttalam,Intermediate Zone,clay,1368,27.4,5.0,Maha,yes,cinnamon,0
Eastern,Ampara,Wet Zone,clay,1209,24.5,7.0,Yala,no,vegetables,1
Eastern,Ampara,Wet Zone,clay,1209,24.5,7.0,Yala,no,ginger,0
Eastern,Ampara,Wet Zone,clay,1209,24.5,7.0,Yala,no,coffee,0
Central,Nuwara Eliya,Wet Zone,sandy_loam,1854,27.0,4.8,Maha,no,cinnamon,1
Central,Nuwara Eliya,Wet Zone,sandy_loam,1854,27.0,4.8,Maha,no,maize,0
Central,Nuwara Eliya,Wet Zone,sandy_loam,1854,27.0,4.8,Maha,no,rubber,0
Eastern,Ampara,Intermediate Zone,clay_loam,1679,22.8,6.5,Yala,yes,maize,1
Eastern,Ampara,Intermediate Zone,clay_loam,1679,22.8,6.5,Yala,yes,coffee,0
Eastern,Ampara,Intermediate Zone,clay_loam,1679,22.8,6.5,Yala,yes,vegetables,0
Western,Colombo,Wet Zone,clay_loam,1139,21.7,5.8,Yala,no,rubber,1
Western,Colombo,Wet Zone,clay_loam,1139,21.7,5.8,Yala,no,mushroom,0
Western,Colombo,Wet Zone,clay_loam,1139,21.7,5.8,Yala,no,maize,0
Southern,Hambantota,Dry Zone,compost_rich,1722,28.2,7.4,Yala,yes,mushroom,1
Southern,Hambantota,Dry Zone,compost_rich,1722,28.2,7.4,Yala,yes,maize,0
Southern,Hambantota,Dry Zone,compost_rich,1722,28.2,7.4,Yala,yes,tea,0
North Western,Kurunegala,Intermediate Zone,clay,2148,33.7,6.4,Maha,no,coconut,1
North Western,Kurunegala,Intermediate Zone,clay,2148,33.7,6.4,Maha,no,pepper,0
North Western,Kurunegala,Intermediate Zone,clay,2148,33.7,6.4,Maha,no,paddy,0
Central,Nuwara Eliya,Wet Zone,loamy,2579,22.0,7.1,Yala,no,tea,1
Central,Nuwara Eliya,Wet Zone,loamy,2579,22.0,7.1,Yala,no,coffee,0
Central,Nuwara Eliya,Wet Zone,loamy,2579,22.0,7.1,Yala,no,vegetables,0
Eastern,Batticaloa,Intermediate Zone,sandy_loam,1658,21.3,5.4,Yala,no,mushroom,1
Eastern,Batticaloa,Intermediate Zone,sandy_loam,1658,21.3,5.4,Yala,no,tea,0
Eastern,Batticaloa,Intermediate Zone,sandy_loam,1658,21.3,5.4,Yala,no,ginger,0
Central,Kandy,Wet Zone,clay_loam,1075,24.5,6.6,Maha,yes,tea,1
Central,Kandy,Wet Zone,clay_loam,1075,24.5,6.6,Maha,yes,turmeric,0
Central,Kandy,Wet Zone,clay_loam,1075,24.5,6.6,Maha,yes,fruits,0
Central,Matale,Wet Zone,compost_rich,1521,31.3,7.1,Maha,no,tea,1
Central,Matale,Wet Zone,compost_rich,1521,31.3,7.1,Maha,no,cinnamon,0
Central,Matale,Wet Zone,compost_rich,1521,31.3,7.1,Maha,no,turmeric,0
Uva,Monaragala,Intermediate Zone,compost_rich,861,33.5,6.7,Yala,no,fruits,1
Uva,Monaragala,Intermediate Zone,compost_rich,861,33.5,6.7,Yala,no,coconut,0
Uva,Monaragala,Intermediate Zone,compost_rich,861,33.5,6.7,Yala,no,banana,0
Eastern,Ampara,Intermediate Zone,clay_loam,2932,27.1,6.8,Yala,yes,paddy,1
Eastern,Ampara,Intermediate Zone,clay_loam,2932,27.1,6.8,Yala,yes,pepper,0
Eastern,Ampara,Intermediate Zone,clay_loam,2932,27.1,6.8,Yala,yes,rubber,0
Sabaragamuwa,Kegalle,Wet Zone,sandy_loam,2262,26.0,6.8,Maha,yes,rubber,1
Sabaragamuwa,Kegalle,Wet Zone,sandy_loam,2262,26.0,6.8,Maha,yes,coffee,0
Sabaragamuwa,Kegalle,Wet Zone,sandy_loam,2262,26.0,6.8,Maha,yes,cinnamon,0
North Western,Puttalam,Dry Zone,sandy_loam,1868,29.1,5.1,Maha,yes,banana,1
North Western,Puttalam,Dry Zone,sandy_loam,1868,29.1,5.1,Maha,yes,mushroom,0
North Western,Puttalam,Dry Zone,sandy_loam,1868,29.1,5.1,Maha,yes,vegetables,0
North Central,Polonnaruwa,Wet Zone,sandy_loam,1721,32.7,6.6,Yala,no,banana,1
North Central,Polonnaruwa,Wet Zone,sandy_loam,1721,32.7,6.6,Yala,no,coffee,0
North Central,Polonnaruwa,Wet Zone,sandy_loam,1721,32.7,6.6,Yala,no,ginger,0
Sabaragamuwa,Ratnapura,Dry Zone,sandy_loam,1757,31.3,7.3,Maha,yes,banana,1
Sabaragamuwa,Ratnapura,Dry Zone,sandy_loam,1757,31.3,7.3,Maha,yes,pepper,0
Sabaragamuwa,Ratnapura,Dry Zone,sandy_loam,1757,31.3,7.3,Maha,yes,turmeric,0
Uva,Badulla,Dry Zone,loamy,1473,28.6,5.6,Maha,yes,mushroom,1
Uva,Badulla,Dry Zone,loamy,1473,28.6,5.6,Maha,yes,cinnamon,0
Uva,Badulla,Dry Zone,loamy,1473,28.6,5.6,Maha,yes,coffee,0
North Central,Anuradhapura,Dry Zone,clay,2697,32.8,6.9,Yala,yes,paddy,1
North Central,Anuradhapura,Dry Zone,clay,2697,32.8,6.9,Yala,yes,ginger,0
North Central,Anuradhapura,Dry Zone,clay,2697,32.8,6.9,Yala,yes,vegetables,0
Uva,Badulla,Wet Zone,clay_loam,2319,25.4,5.0,Yala,no,vegetables,1
Uva,Badulla,Wet Zone,clay_loam,2319,25.4,5.0,Yala,no,cinnamon,0
Uva,Badulla,Wet Zone,clay_loam,2319,25.4,5.0,Yala,no,banana,0
Northern,Mullaitivu,Dry Zone,compost_rich,2029,33.7,4.9,Yala,no,coconut,1
Northern,Mullaitivu,Dry Zone,compost_rich,2029,33.7,4.9,Yala,no,coffee,0
Northern,Mullaitivu,Dry Zone,compost_rich,2029,33.7,4.9,Yala,no,turmeric,0
Eastern,Batticaloa,Dry Zone,clay,880,25.5,6.2,Yala,yes,fruits,1
Eastern,Batticaloa,Dry Zone,clay,880,25.5,6.2,Yala,yes,ginger,0
Eastern,Batticaloa,Dry Zone,clay,880,25.5,6.2,Yala,yes,pepper,0
Southern,Matara,Wet Zone,clay,1913,31.5,6.4,Yala,no,coconut,1
Southern,Matara,Wet Zone,clay,1913,31.5,6.4,Yala,no,coffee,0
Southern,Matara,Wet Zone,clay,1913,31.5,6.4,Yala,no,banana,0
Central,Kandy,Dry Zone,clay,2971,24.6,6.4,Maha,no,paddy,1
Central,Kandy,Dry Zone,clay,2971,24.6,6.4,Maha,no,mushroom,0
Central,Kandy,Dry Zone,clay,2971,24.6,6.4,Maha,no,vegetables,0
Eastern,Ampara,Dry Zone,compost_rich,2925,27.0,6.0,Maha,yes,mushroom,1
Eastern,Ampara,Dry Zone,compost_rich,2925,27.0,6.0,Maha,yes,paddy,0
Eastern,Ampara,Dry Zone,compost_rich,2925,27.0,6.0,Maha,yes,turmeric,0
North Western,Puttalam,Dry Zone,clay_loam,2280,22.3,7.5,Yala,yes,paddy,1
North Western,Puttalam,Dry Zone,clay_loam,2280,22.3,7.5,Yala,yes,cinnamon,0
North Western,Puttalam,Dry Zone,clay_loam,2280,22.3,7.5,Yala,yes,pepper,0
North Western,Kurunegala,Wet Zone,sandy_loam,2691,33.7,4.9,Yala,no,coconut,1
North Western,Kurunegala,Wet Zone,sandy_loam,2691,33.7,4.9,Yala,no,pepper,0
North Western,Kurunegala,Wet Zone,sandy_loam,2691,33.7,4.9,Yala,no,banana,0
Southern,Matara,Intermediate Zone,compost_rich,2804,33.3,6.5,Maha,yes,coconut,1
Southern,Matara,Intermediate Zone,compost_rich,2804,33.3,6.5,Maha,yes,ginger,0
Southern,Matara,Intermediate Zone,compost_rich,2804,33.3,6.5,Maha,yes,fruits,0
North Central,Anuradhapura,Intermediate Zone,sandy_loam,1822,29.8,5.6,Maha,yes,banana,1
North Central,Anuradhapura,Intermediate Zone,sandy_loam,1822,29.8,5.6,Maha,yes,mushroom,0
North Central,Anuradhapura,Intermediate Zone,sandy_loam,1822,29.8,5.6,Maha,yes,vegetables,0
Southern,Galle,Intermediate Zone,loamy,2048,28.3,4.8,Maha,no,coconut,1
Southern,Galle,Intermediate Zone,loamy,2048,28.3,4.8,Maha,no,vegetables,0
Southern,Galle,Intermediate Zone,loamy,2048,28.3,4.8,Maha,no,mushroom,0
Northern,Mannar,Dry Zone,clay_loam,2818,24.4,6.1,Maha,no,paddy,1
Northern,Mannar,Dry Zone,clay_loam,2818,24.4,6.1,Maha,no,rubber,0
Northern,Mannar,Dry Zone,clay_loam,2818,24.4,6.1,Maha,no,coconut,0
Sabaragamuwa,Kegalle,Dry Zone,loamy,2945,27.5,7.2,Maha,yes,tea,1
Sabaragamuwa,Kegalle,Dry Zone,loamy,2945,27.5,7.2,Maha,yes,coffee,0
Sabaragamuwa,Kegalle,Dry Zone,loamy,2945,27.5,7.2,Maha,yes,paddy,0
Central,Matale,Wet Zone,clay_loam,1097,27.5,7.0,Yala,yes,ginger,1
Central,Matale,Wet Zone,clay_loam,1097,27.5,7.0,Yala,yes,cinnamon,0
Central,Matale,Wet Zone,clay_loam,1097,27.5,7.0,Yala,yes,pepper,0
North Central,Anuradhapura,Intermediate Zone,compost_rich,848,24.1,6.5,Maha,no,vegetables,1
North Central,Anuradhapura,Intermediate Zone,compost_rich,848,24.1,6.5,Maha,no,cinnamon,0
North Central,Anuradhapura,Intermediate Zone,compost_rich,848,24.1,6.5,Maha,no,banana,0
North Western,Kurunegala,Intermediate Zone,sandy_loam,2592,23.8,7.3,Yala,yes,coconut,1
North Western,Kurunegala,Intermediate Zone,sandy_loam,2592,23.8,7.3,Yala,yes,maize,0
North Western,Kurunegala,Intermediate Zone,sandy_loam,2592,23.8,7.3,Yala,yes,paddy,0
Sabaragamuwa,Ratnapura,Dry Zone,clay,1259,20.1,5.7,Yala,yes,paddy,1
Sabaragamuwa,Ratnapura,Dry Zone,clay,1259,20.1,5.7,Yala,yes,mushroom,0
Sabaragamuwa,Ratnapura,Dry Zone,clay,1259,20.1,5.7,Yala,yes,ginger,0
Sabaragamuwa,Kegalle,Intermediate Zone,compost_rich,2412,25.0,6.5,Yala,no,coffee,1
Sabaragamuwa,Kegalle,Intermediate Zone,compost_rich,2412,25.0,6.5,Yala,no,vegetables,0
Sabaragamuwa,Kegalle,Intermediate Zone,compost_rich,2412,25.0,6.5,Yala,no,ginger,0
North Central,Polonnaruwa,Dry Zone,loamy,1372,24.7,7.3,Maha,yes,tea,1
North Central,Polonnaruwa,Dry Zone,loamy,1372,24.7,7.3,Maha,yes,fruits,0
North Central,Polonnaruwa,Dry Zone,loamy,1372,24.7,7.3,Maha,yes,mushroom,0
Northern,Mullaitivu,Wet Zone,compost_rich,1256,33.7,5.5,Maha,no,cinnamon,1
Northern,Mullaitivu,Wet Zone,compost_rich,1256,33.7,5.5,Maha,no,paddy,0
Northern,Mullaitivu,Wet Zone,compost_rich,1256,33.7,5.5,Maha,no,rubber,0
Southern,Hambantota,Wet Zone,sandy_loam,827,28.2,7.1,Maha,no,coconut,1
Southern,Hambantota,Wet Zone,sandy_loam,827,28.2,7.1,Maha,no,coffee,0
Southern,Hambantota,Wet Zone,sandy_loam,827,28.2,7.1,Maha,no,tea,0
North Western,Kurunegala,Dry Zone,loamy,2271,20.9,5.6,Maha,yes,coffee,1
North Western,Kurunegala,Dry Zone,loamy,2271,20.9,5.6,Maha,yes,banana,0
North Western,Kurunegala,Dry Zone,loamy,2271,20.9,5.6,Maha,yes,maize,0
Southern,Matara,Intermediate Zone,clay_loam,2622,32.3,6.4,Maha,yes,coconut,1
Southern,Matara,Intermediate Zone,clay_loam,2622,32.3,6.4,Maha,yes,paddy,0
Southern,Matara,Intermediate Zone,clay_loam,2622,32.3,6.4,Maha,yes,turmeric,0
Eastern,Batticaloa,Wet Zone,loamy,1812,26.4,6.5,Maha,yes,ginger,1
Eastern,Batticaloa,Wet Zone,loamy,1812,26.4,6.5,Maha,yes,paddy,0
Eastern,Batticaloa,Wet Zone,loamy,1812,26.4,6.5,Maha,yes,rubber,0
Sabaragamuwa,Ratnapura,Wet Zone,sandy_loam,1239,26.4,6.7,Maha,yes,rubber,1
Sabaragamuwa,Ratnapura,Wet Zone,sandy_loam,1239,26.4,6.7,Maha,yes,coconut,0
Sabaragamuwa,Ratnapura,Wet Zone,sandy_loam,1239,26.4,6.7,Maha,yes,paddy,0
Uva,Badulla,Intermediate Zone,compost_rich,2197,28.8,7.0,Maha,no,turmeric,1
Uva,Badulla,Intermediate Zone,compost_rich,2197,28.8,7.0,Maha,no,coconut,0
Uva,Badulla,Intermediate Zone,compost_rich,2197,28.8,7.0,Maha,no,paddy,0
Central,Kandy,Intermediate Zone,sandy_loam,2512,27.3,6.9,Yala,no,coffee,1
Central,Kandy,Intermediate Zone,sandy_loam,2512,27.3,6.9,Yala,no,cinnamon,0
Central,Kandy,Intermediate Zone,sandy_loam,2512,27.3,6.9,Yala,no,pepper,0
North Western,Puttalam,Dry Zone,compost_rich,2364,23.2,7.4,Maha,no,cinnamon,1
North Western,Puttalam,Dry Zone,compost_rich,2364,23.2,7.4,Maha,no,paddy,0
North Western,Puttalam,Dry Zone,compost_rich,2364,23.2,7.4,Maha,no,coconut,0
Southern,Hambantota,Intermediate Zone,sandy_loam,2338,33.2,6.4,Maha,no,coconut,1
Southern,Hambantota,Intermediate Zone,sandy_loam,2338,33.2,6.4,Maha,no,pepper,0
Southern,Hambantota,Intermediate Zone,sandy_loam,2338,33.2,6.4,Maha,no,coffee,0
Central,Matale,Dry Zone,sandy_loam,891,28.0,5.5,Yala,no,maize,1
Central,Matale,Dry Zone,sandy_loam,891,28.0,5.5,Yala,no,mushroom,0
Central,Matale,Dry Zone,sandy_loam,891,28.0,5.5,Yala,no,turmeric,0
Southern,Matara,Intermediate Zone,clay,1393,30.3,5.6,Maha,no,coconut,1
Southern,Matara,Intermediate Zone,clay,1393,30.3,5.6,Maha,no,rubber,0
Southern,Matara,Intermediate Zone,clay,1393,30.3,5.6,Maha,no,banana,0
Uva,Monaragala,Dry Zone,clay_loam,1461,21.8,6.0,Maha,yes,paddy,1
Uva,Monaragala,Dry Zone,clay_loam,1461,21.8,6.0,Maha,yes,coffee,0
Uva,Monaragala,Dry Zone,clay_loam,1461,21.8,6.0,Maha,yes,cinnamon,0
North Western,Puttalam,Dry Zone,clay,2929,28.4,6.0,Maha,no,paddy,1
North Western,Puttalam,Dry Zone,clay,2929,28.4,6.0,Maha,no,vegetables,0
North Western,Puttalam,Dry Zone,clay,2929,28.4,6.0,Maha,no,banana,0
Central,Nuwara Eliya,Intermediate Zone,sandy_loam,1737,31.2,4.5,Maha,yes,banana,1
Central,Nuwara Eliya,Intermediate Zone,sandy_loam,1737,31.2,4.5,Maha,yes,turmeric,0
Central,Nuwara Eliya,Intermediate Zone,sandy_loam,1737,31.2,4.5,Maha,yes,tea,0
Northern,Kilinochchi,Dry Zone,sandy_loam,1188,33.2,7.3,Maha,no,maize,1
Northern,Kilinochchi,Dry Zone,sandy_loam,1188,33.2,7.3,Maha,no,turmeric,0
Northern,Kilinochchi,Dry Zone,sandy_loam,1188,33.2,7.3,Maha,no,fruits,0
Eastern,Trincomalee,Wet Zone,loamy,1775,22.3,5.1,Yala,yes,turmeric,1
Eastern,Trincomalee,Wet Zone,loamy,1775,22.3,5.1,Yala,yes,banana,0
Eastern,Trincomalee,Wet Zone,loamy,1775,22.3,5.1,Yala,yes,paddy,0
Central,Nuwara Eliya,Wet Zone,clay,2118,30.0,4.6,Maha,yes,mushroom,1
Central,Nuwara Eliya,Wet Zone,clay,2118,30.0,4.6,Maha,yes,banana,0
Central,Nuwara Eliya,Wet Zone,clay,2118,30.0,4.6,Maha,yes,turmeric,0
Southern,Hambantota,Intermediate Zone,clay_loam,1453,27.0,4.6,Yala,no,coconut,1
Southern,Hambantota,Intermediate Zone,clay_loam,1453,27.0,4.6,Yala,no,banana,0
Southern,Hambantota,Intermediate Zone,clay_loam,1453,27.0,4.6,Yala,no,rubber,0
Eastern,Trincomalee,Intermediate Zone,sandy_loam,1320,33.0,5.0,Maha,yes,banana,1
Eastern,Trincomalee,Intermediate Zone,sandy_loam,1320,33.0,5.0,Maha,yes,turmeric,0
Eastern,Trincomalee,Intermediate Zone,sandy_loam,1320,33.0,5.0,Maha,yes,rubber,0
North Western,Kurunegala,Intermediate Zone,compost_rich,2813,22.3,7.4,Yala,yes,coconut,1
North Western,Kurunegala,Intermediate Zone,compost_rich,2813,22.3,7.4,Yala,yes,vegetables,0
North Western,Kurunegala,Intermediate Zone,compost_rich,2813,22.3,7.4,Yala,yes,coffee,0
Uva,Badulla,Intermediate Zone,compost_rich,2441,33.3,6.8,Maha,no,maize,1
Uva,Badulla,Intermediate Zone,compost_rich,2441,33.3,6.8,Maha,no,coconut,0
Uva,Badulla,Intermediate Zone,compost_rich,2441,33.3,6.8,Maha,no,cinnamon,0
Southern,Matara,Wet Zone,sandy_loam,1335,24.8,7.4,Yala,yes,coconut,1
Southern,Matara,Wet Zone,sandy_loam,1335,24.8,7.4,Yala,yes,mushroom,0
Southern,Matara,Wet Zone,sandy_loam,1335,24.8,7.4,Yala,yes,tea,0
Uva,Monaragala,Intermediate Zone,sandy_loam,1784,24.0,6.4,Maha,no,maize,1
Uva,Monaragala,Intermediate Zone,sandy_loam,1784,24.0,6.4,Maha,no,turmeric,0
Uva,Monaragala,Intermediate Zone,sandy_loam,1784,24.0,6.4,Maha,no,ginger,0
Uva,Monaragala,Intermediate Zone,compost_rich,2455,25.1,6.9,Yala,no,coffee,1
Uva,Monaragala,Intermediate Zone,compost_rich,2455,25.1,6.9,Yala,no,cinnamon,0
Uva,Monaragala,Intermediate Zone,compost_rich,2455,25.1,6.9,Yala,no,turmeric,0
Western,Gampaha,Dry Zone,clay,2428,20.3,4.6,Yala,no,paddy,1
Western,Gampaha,Dry Zone,clay,2428,20.3,4.6,Yala,no,coffee,0
Western,Gampaha,Dry Zone,clay,2428,20.3,4.6,Yala,no,mushroom,0
Western,Kalutara,Wet Zone,sandy_loam,1426,29.4,5.8,Maha,yes,rubber,1
Western,Kalutara,Wet Zone,sandy_loam,1426,29.4,5.8,Maha,yes,pepper,0
Western,Kalutara,Wet Zone,sandy_loam,1426,29.4,5.8,Maha,yes,tea,0
Central,Nuwara Eliya,Intermediate Zone,clay,1882,31.9,5.0,Yala,no,turmeric,1
Central,Nuwara Eliya,Intermediate Zone,clay,1882,31.9,5.0,Yala,no,tea,0
Central,Nuwara Eliya,Intermediate Zone,clay,1882,31.9,5.0,Yala,no,rubber,0
Eastern,Ampara,Intermediate Zone,clay_loam,812,20.3,4.5,Yala,yes,ginger,1
Eastern,Ampara,Intermediate Zone,clay_loam,812,20.3,4.5,Yala,yes,vegetables,0
Eastern,Ampara,Intermediate Zone,clay_loam,812,20.3,4.5,Yala,yes,banana,0
Northern,Kilinochchi,Wet Zone,clay_loam,2685,25.2,6.1,Yala,yes,turmeric,1
Northern,Kilinochchi,Wet Zone,clay_loam,2685,25.2,6.1,Yala,yes,mushroom,0
Northern,Kilinochchi,Wet Zone,clay_loam,2685,25.2,6.1,Yala,yes,vegetables,0
North Western,Kurunegala,Dry Zone,clay_loam,1930,32.9,6.6,Maha,no,paddy,1
North Western,Kurunegala,Dry Zone,clay_loam,1930,32.9,6.6,Maha,no,coconut,0
North Western,Kurunegala,Dry Zone,clay_loam,1930,32.9,6.6,Maha,no,coffee,0
Southern,Hambantota,Intermediate Zone,clay_loam,2217,33.6,4.6,Maha,yes,coconut,1
Southern,Hambantota,Intermediate Zone,clay_loam,2217,33.6,4.6,Maha,yes,mushroom,0
Southern,Hambantota,Intermediate Zone,clay_loam,2217,33.6,4.6,Maha,yes,rubber,0
Western,Colombo,Dry Zone,clay_loam,2405,21.8,5.0,Maha,yes,paddy,1
Western,Colombo,Dry Zone,clay_loam,2405,21.8,5.0,Maha,yes,cinnamon,0
Western,Colombo,Dry Zone,clay_loam,2405,21.8,5.0,Maha,yes,mushroom,0
Western,Kalutara,Dry Zone,clay_loam,2627,27.8,5.4,Yala,no,paddy,1
Western,Kalutara,Dry Zone,clay_loam,2627,27.8,5.4,Yala,no,tea,0
